"12% reduced Enemy Stun Threshold with Maces or Sceptres","錘和權杖減少 12% 敵人暈眩門檻"
"Mace or Sceptre Attacks deal 12% increased Damage with Hits and Ailments","錘或權杖攻擊增加 12% 擊中和異常狀態傷害"
"5% increased Area of Effect","增加 5% 範圍效果"
"Mace or Sceptre Attacks deal 10% increased Damage with Hits and Ailments","錘或權杖攻擊增加 10% 擊中和異常狀態傷害"
"20% increased Stun Duration on Enemies","增加 20% 敵人暈眩時間"
"Mace or Sceptre Attacks deal 30% increased Damage with Ailments","錘或權杖增加 30% 異常狀態傷害"
"30% increased Physical Damage with Maces or Sceptres","錘和權杖增加 30% 物理傷害"
"12% increased Area of Effect","增加 12% 範圍效果"
"4% increased maximum Life","增加 4% 最大生命"
"10% increased Armour","增加 10% 護甲"
"28% increased Armour","增加 28% 護甲"
"Reflects 50 Physical Damage to Melee Attackers","反射 50 物理傷害給近戰攻擊者"
"14% increased Armour","增加 14% 護甲"
"+5% to all Elemental Resistances","+5% 全部元素抗性"
"4% increased maximum Energy Shield","增加 4% 最大能量護盾"
"5% increased maximum Energy Shield","增加 5% 最大能量護盾"
"3% increased Attack Speed with Axes","使用斧類武器時增加 3% 攻擊速度"
"Axe Attacks deal 12% increased Damage with Ailments","斧攻擊增加 12% 異常狀態傷害"
"12% increased Physical Damage with Axes","斧類武器增加 12% 物理傷害"
"10% increased Attack Speed with Axes","使用斧類武器時增加 10% 攻擊速度"
"Axe Attacks deal 24% increased Damage with Hits and Ailments","斧攻擊增加 24% 擊中和異常狀態傷害"
"20% chance to gain Onslaught for 4 seconds on Kill","擊殺時有 20% 機率獲得 4 秒猛攻效果"
"+5 to Maximum Rage",增加+5最大怒氣
"8% increased Attack Speed with Axes","使用斧類武器時增加 8% 攻擊速度"
"Axe Attacks deal 25% increased Damage with Ailments","斧攻擊增加 25% 異常狀態傷害"
"25% increased Physical Damage with Axes","斧類武器增加 25% 物理傷害"
"Axe Attacks deal 14% increased Damage with Ailments","斧攻擊增加 14% 異常狀態傷害"
"14% increased Physical Damage with Axes","斧類武器增加 14% 物理傷害"
"Axe Attacks deal 18% increased Damage with Ailments","斧攻擊增加 18% 異常狀態傷害"
"18% increased Physical Damage with Axes","斧類武器增加 18% 物理傷害"
"Attacks have 15% chance to cause Bleeding","攻擊有 15% 機率造成流血"
"+20 to Strength","+20 力量"
"4% increased Attack Speed","增加 4% 攻擊速度"
"26% increased Physical Damage","增加 26% 物理傷害"
"16% increased Attack Physical Damage","增加 16% 物理攻擊傷害"
"12% increased Attack Physical Damage","增加 12% 物理攻擊傷害"
"5% increased maximum Life","增加 5% 最大生命"
"+1 to Maximum Endurance Charges","+1 最大耐力球數量"
"8% increased maximum Mana","增加 8% 最大魔力"
"10% increased maximum Mana","增加 10% 最大魔力"
"Guard Skills have 20% increased Cooldown Recovery Rate","守護技能增加 20% 冷卻時間恢復速度"
"5% increased maximum Mana","增加 5% 最大魔力"
"3% reduced Mana Cost of Skills","減少 3% 技能魔力消耗"
"Regenerate 0.2% of Life per second per Endurance Charge","每顆耐力球每秒回復 0.2% 生命"
"3% increased Attack Speed","增加 3% 攻擊速度"
"12% increased Attack Speed","增加 12% 攻擊速度"
"60% increased total Recovery per second from Life Leech","增加 60% 生命偷取的每秒總恢復"
,
"1.2% of Physical Attack Damage Leeched as Life","1.2% 的物理攻擊傷害偷取生命"
"40% increased total Recovery per second from Life Leech","增加 40% 生命偷取的每秒總恢復"
"Knocks Back Enemies if you get a Critical Strike with a Staff",持長杖暴擊時擊退敵人
"40% increased Critical Strike Chance with Staves","持長杖時增加 40% 暴擊率"
"+20% to Critical Strike Multiplier with Staves","持長杖時 +20% 暴擊加成"
"10% chance to Knock Enemies Back on hit","擊中時有 10% 機率擊退敵人"
"25% increased Knockback Distance","增加 25% 擊退距離"
"15% chance to Knock Enemies Back on hit","擊中時有 15% 機率擊退敵人"
"20% increased Endurance Charge Duration","增加 20% 耐力球持續時間"
"10% increased maximum Life","增加 10% 最大生命"
"Enemies Cannot Leech Life From you",敵人不能偷取你的生命
"10% reduced Enemy Stun Threshold","減少 10% 敵人暈眩門檻"
"3% increased maximum Life","增加 3% 最大生命"
"12% increased Armour","增加 12% 護甲"
"+30 to Armour","+30 點護甲"
"+16 to maximum Life","+16 最大生命"
"+20 to Armour","+20 點護甲"
"12% increased Global Accuracy Rating","增加 12% 全域命中值"
"12% increased Critical Strike Chance","增加 12% 暴擊率"
"+150 to Accuracy Rating","+150 命中值"
"20% increased Global Accuracy Rating","增加 20% 全域命中值"
"20% increased Critical Strike Chance","增加 20% 暴擊率"
"20% increased Stun Threshold","增加 20% 暈眩門檻"
"Regenerate 1.8% of Life per second","每秒回復 1.8% 生命"
"30% increased Lightning Damage with Attack Skills","攻擊技能增加 30% 閃電傷害"
"Damage with Weapons Penetrates 8% Lightning Resistance","武器造成的傷害穿透 8% 閃電抗性"
"12% increased Cold Damage with Attack Skills","攻擊技能增加 12% 冰冷傷害"
"12% increased Elemental Damage with Wands","使用法杖類武器時增加 12% 元素傷害"
"10% increased Elemental Damage with Wands","使用法杖類武器時增加 10% 元素傷害"
"Damage with Weapons Penetrates 2% Elemental Resistances","武器造成的傷害穿透 2% 元素抗性"
"15% increased Attack Speed with Wands","使用法杖類武器時增加 15% 攻擊速度"
"30% increased Accuracy Rating with Wands","使用法杖類武器時增加 30% 命中值"
"4% increased Spell Damage per Power Charge","每個暴擊球增加 4% 法術傷害"
"15% chance to Shock","15% 機率使用閃電傷害擊中敵人造成感電效果"
"30% increased Effect of Lightning Ailments","增加 30% 閃電異常狀態效果"
"50% increased Duration of Lightning Ailments","增加 50% 閃電異常狀態持續時間"
"30% increased Damage if you have Shocked an Enemy Recently","若近期有感電敵人，增加 30% 傷害"
"10% increased Lightning Damage","增加 10% 閃電傷害"
"10% chance to Shock","10% 機率使用閃電傷害擊中敵人造成感電效果"
"10% increased Attack Speed with Wands","使用法杖類武器時增加 10% 攻擊速度"
"30% increased Damage while wielding a Wand","持法杖時增加 30% 傷害"
"4% increased Attack Speed with Wands","使用法杖類武器時增加 4% 攻擊速度"
"Wand Attacks deal 12% increased Damage with Ailments","法杖攻擊增加 12% 異常狀態傷害"
"12% increased Physical Damage with Wands","持法杖類武器時增加 12% 物理傷害"
"14% increased Damage while wielding a Wand","持法杖時增加 14% 傷害"
"10% increased Damage while wielding a Wand","持法杖時增加 10% 傷害"
"10% increased Wand Damage per Power Charge","每個暴擊球增加 10% 法杖傷害"
"10% chance to gain a Power Charge on Kill","擊殺時有 10% 機率獲得 1 顆暴擊球"
"+15% to Critical Strike Multiplier with Daggers","持匕首時 +15% 暴擊加成"
"20% increased Critical Strike Chance with Daggers","使用匕首類武器時增加 20% 暴擊率"
"0.8% of Attack Damage Leeched as Life","0.8% 攻擊傷害偷取生命"
"+30% to Critical Strike Multiplier with Daggers","持匕首時 +30% 暴擊加成"
"0.6% of Attack Damage Leeched as Life","0.6% 攻擊傷害偷取生命"
"0.6% of Attack Damage Leeched as Mana","0.6% 攻擊傷害偷取魔力"
"18% increased Critical Strike Chance with Daggers","使用匕首類武器時增加 18% 暴擊率"
"+14% to Critical Strike Multiplier with Daggers","持匕首時 +14% 暴擊加成"
"Dagger Attacks deal 12% increased Damage with Hits and Ailments","匕首攻擊增加 12% 擊中和異常狀態傷害"
"12% increased Attack Speed with Daggers","使用匕首類武器時增加 12% 攻擊速度"
"18% increased Accuracy Rating with Daggers","使用匕首類武器時增加 18% 命中值"
"Dagger Attacks deal 24% increased Damage with Hits and Ailments","匕首攻擊增加 24% 擊中和異常狀態傷害"
"10% increased Attack Speed with Claws","使用爪類武器時增加 10% 攻擊速度"
"Claw Attacks deal 25% increased Damage with Hits and Ailments","爪攻擊增加 25% 擊中和異常狀態傷害"
"25% chance to Steal Power, Frenzy, and Endurance Charges on Hit with Claws","持爪擊中時，有 25% 機率偷取暴擊、狂怒和耐力球"
"Claw Attacks deal 12% increased Damage with Hits and Ailments","爪攻擊增加 12% 擊中和異常狀態傷害"
"15% increased Accuracy Rating with Claws","使用爪類武器時增加 15% 命中值"
"+40% to Critical Strike Multiplier with Claws","持爪時 +40% 暴擊加成"
"Minions have +27% to Chaos Resistance","召喚物有 +27% 混沌抗性"
"Minions gain 20% of Maximum Life as Extra Maximum Energy Shield","召喚物獲得 20% 最大生命的額外最大能量護盾"
"+1 to Maximum number of Raised Zombies","+1 最大殭屍數量"
"+1 to Maximum number of Spectres","+1 最大幽魂數量"
"+1 to Maximum number of Skeletons","+1 最大骷髏數量"
"Minions have 10% increased maximum Life","召喚物增加 10% 最大生命"
"Minions have 12% increased maximum Life","召喚物增加 12% 最大生命"
"Minions have 8% increased maximum Life","召喚物增加 8% 最大生命"
"Minions have +13% to Chaos Resistance","召喚物有 +13% 混沌抗性"
"Minions Regenerate 1.5% of Life per second","召喚物每秒回復 1.5% 生命"
"Minions deal 12% increased Damage","增加 12% 召喚物所造成的傷害"
"12% increased Minion Accuracy Rating","增加 12% 召喚物命中值"
"Minions deal 15% increased Damage","增加 15% 召喚物所造成的傷害"
"Gain 5% of Wand Physical Damage as Extra Lightning Damage","獲得等同 5% 法杖物理傷害的額外閃電傷害"
"6% increased maximum Energy Shield","增加 6% 最大能量護盾"
"+1 to Maximum Power Charges","+1 最大暴擊球數量"
"20% increased maximum Mana","增加 20% 最大魔力"
"Recover 2% of Mana on Kill","擊殺時恢復 2% 魔力"
"30% increased Lightning Damage","增加 30% 閃電傷害"
"Damage Penetrates 6% Lightning Resistance","傷害穿透 6% 閃電抗性"
"+12% to Critical Strike Multiplier with Lightning Skills","+12% 閃電技能暴擊加成"
"25% increased Lightning Damage","增加 25% 閃電傷害"
"+15% to Lightning Resistance","+15% 閃電抗性"
"5% increased Cast Speed with Lightning Skills","增加 5% 閃電技能施放速度"
"12% increased Lightning Damage","增加 12% 閃電傷害"
"16% increased Lightning Damage","增加 16% 閃電傷害"
"15% chance to Freeze","15% 機率使用冰冷傷害擊中敵人造成冰凍效果"
"10% increased Flask Charges gained","增加 10% 藥劑充能獲取"
"16% increased Fire Damage","增加 16% 火焰傷害"
"25% increased Fire Damage","增加 25% 火焰傷害"
"+15% to Fire Resistance","+15% 火焰抗性"
"5% increased Cast Speed with Fire Skills","增加 5% 火焰技能施放速度"
"+4% to Fire Damage over Time Multiplier","+4% 火焰持續傷害加成"
"+5% to Fire Damage over Time Multiplier","+5% 火焰持續傷害加成"
"12% increased Fire Damage","增加 12% 火焰傷害"
"Regenerate 0.4% of Life per second","每秒回復 0.4% 生命"
"+10% to Fire Damage over Time Multiplier","+10% 火焰持續傷害加成"
"Regenerate 1.2% of Life per second","每秒回復 1.2% 生命"
"+15 to maximum Energy Shield","+15 最大能量護盾"
"10% increased Energy Shield Recharge Rate","增加 10% 能量護盾充能率"
"30% increased Effect of Cold Ailments","增加 30% 冰冷異常狀態效果"
"30% increased Duration of Cold Ailments","增加 30% 冰冷異常狀態持續時間"
"30% chance to Freeze Enemies which are Chilled","冰緩的敵人有 30% 機率被冰凍"
"25% increased Cold Damage","增加 25% 冰冷傷害"
"+15% to Cold Resistance","+15% 冰冷抗性"
"5% increased Cast Speed with Cold Skills","增加 5% 冰冷技能施放速度"
"16% increased Cold Damage","增加 16% 冰冷傷害"
"10% increased Cold Damage","增加 10% 冰冷傷害"
"12% increased Cold Damage","增加 12% 冰冷傷害"
"30% increased Cold Damage","增加 30% 冰冷傷害"
"Damage Penetrates 6% Cold Resistance","傷害穿透 6% 冰冷抗性"
"20% increased Duration of Cold Ailments","增加 20% 冰冷異常狀態持續時間"
"+6% to Cold Damage over Time Multiplier","+6% 冰冷持續傷害加成"
"+12% to Fire Damage over Time Multiplier","+12% 火焰持續傷害加成"
"+24% to Fire Resistance","+24% 火焰抗性"
"+6% to Fire Damage over Time Multiplier","+6% 火焰持續傷害加成"
"20% increased Critical Strike Chance for Spells","增加 20% 法術暴擊率"
"+10% to Critical Strike Multiplier for Spell Damage","+10% 法術傷害的暴擊加成"
"30% increased Critical Strike Chance for Spells","增加 30% 法術暴擊率"
"+30% to Critical Strike Multiplier for Spell Damage","+30% 法術傷害的暴擊加成"
"20% increased Area Damage","增加 20% 範圍傷害"
"10% increased Area of Effect","增加 10% 範圍效果"
"10% increased Area Damage","增加 10% 範圍傷害"
"+20 to Intelligence","+20 智慧"
"20% increased Mana Regeneration Rate","增加 20% 魔力回復率"
"10% increased Mana Regeneration Rate","增加 10% 魔力回復率"
"5% reduced Mana Cost of Skills","減少 5% 技能魔力消耗"
"+12% to Critical Strike Multiplier","+12% 基礎暴擊加成"
"8% increased Cast Speed","增加 8% 施放速度"
"+15% to Critical Strike Multiplier for Spell Damage","+15% 法術傷害的暴擊加成"
"4% increased Cast Speed","增加 4% 施放速度"
"3% increased Cast Speed","增加 3% 施放速度"
"10% increased Critical Strike Chance for Spells","增加 10% 法術暴擊率"
"Recover 3% of Life on Kill","擊殺時恢復 3% 生命"
"12% of Damage taken Recouped as Life","承受 12% 傷害補償為生命"
"30% increased Cold Damage with Attack Skills","攻擊技能增加 30% 冰冷傷害"
"Damage with Weapons Penetrates 8% Cold Resistance","武器造成的傷害穿透 8% 冰冷抗性"
"10% increased Attack Speed with Two Handed Melee Weapons","使用雙手近戰武器時增加 10% 攻擊速度"
"40% increased Stun Duration with Two Handed Melee Weapons on Enemies","使用雙手近戰武器時增加 40% 敵人暈眩時間"
"Attacks with Two Handed Melee Weapons deal 25% increased Damage with Hits and Ailments","使用雙手近戰武器攻擊增加 25% 擊中和異常狀態傷害"
"10% increased Skill Effect Duration","增加 10% 技能效果持續時間"
"+8% to all Elemental Resistances","+8% 全部元素抗性"
"24% increased Critical Strike Chance for Attacks","攻擊增加 24% 暴擊率"
"24% increased Elemental Damage with Attack Skills","攻擊技能增加 24% 元素傷害"
"+25% to Damage over Time Multiplier for Poison from Critical Strikes","來自暴擊的中毒 +25% 持續傷害加成"
"Critical Strikes with Daggers Poison the Enemy",使用匕首暴擊時使敵人中毒
"+2% Chance to Block Attack Damage while Dual Wielding or holding a Shield","雙持或持盾 +2% 攻擊傷害格擋率"
"Sword Attacks deal 12% increased Damage with Hits and Ailments","劍攻擊增加 12% 擊中和異常狀態傷害"
"4% increased Attack Speed with Swords","使用劍類武器時增加 4% 攻擊速度"
"Sword Attacks deal 10% increased Damage with Ailments","劍攻擊增加 10% 異常狀態傷害"
"10% increased Physical Damage with Swords","持劍類武器時增加 10% 物理傷害"
"+200 to Accuracy Rating with Swords","使用劍類武器時 +200 點命中"
"8% increased Attack Speed with Swords","使用劍類武器時增加 8% 攻擊速度"
"Sword Attacks deal 20% increased Damage with Ailments","劍攻擊增加 20% 異常狀態傷害"
"20% increased Physical Damage with Swords","持劍類武器時增加 20% 物理傷害"
"6% increased Attack Speed with Claws","使用爪類武器時增加 6% 攻擊速度"
"Claw Attacks deal 25% increased Damage with Ailments","爪攻擊增加 25% 異常狀態傷害"
"+10% to Damage over Time Multiplier for Poison","+10% 中毒持續傷害加成"
"4% increased Attack Speed with Daggers","使用匕首類武器時增加 4% 攻擊速度"
"Dagger Attacks deal 8% increased Damage with Hits and Ailments","匕首攻擊增加 8% 擊中和異常狀態傷害"
"40% increased Elusive Effect","增加 40% 靈巧效果"
"12% increased Attack Speed with Claws","使用爪類武器時增加 12% 攻擊速度"
"12% increased Accuracy Rating with Claws","使用爪類武器時增加 12% 命中值"
"Gain 6 Life per Enemy Hit with Attacks","每用攻擊擊中一個敵人，獲得 6 生命"
"15% increased Evasion Rating","增加 15% 閃避值"
"+8% chance to Suppress Spell Damage","+8% 壓抑法術傷害率"
"4% increased Attack Speed with Claws","使用爪類武器時增加 4% 攻擊速度"
"Claw Attacks deal 8% increased Damage with Hits and Ailments","爪攻擊增加 8% 擊中和異常狀態傷害"
"50% increased Stun Duration with Bows on Enemies","使用弓類武器時增加 50% 敵人暈眩時間"
"30% increased Physical Damage with Bows","持弓類武器時增加 30% 物理傷害"
"30% increased Damage Over Time with Bow Skills","增加 30% 弓技能持續傷害"
"10% increased Physical Damage with Bows","持弓類武器時增加 10% 物理傷害"
"10% reduced Enemy Stun Threshold with Bows","持弓時減少 10% 敵人暈眩門檻"
"10% increased Damage Over Time with Bow Skills","增加 10% 弓技能持續傷害"
"20% increased Damage Over Time with Bow Skills","增加 20% 弓技能持續傷害"
"18% increased Critical Strike Chance with Bows","使用弓類武器時增加 18% 暴擊率"
"+12% to Critical Strike Multiplier with Bows","持弓時 +12% 暴擊加成"
"12% increased Damage with Bows","持弓類武器時增加 12% 傷害"
"12% increased Damage Over Time with Bow Skills","增加 12% 弓技能持續傷害"
"10% increased Damage with Bows","持弓類武器時增加 10% 傷害"
"4% increased Attack Speed with Bows","使用弓類武器時增加 4% 攻擊速度"
"6% increased Accuracy Rating with Bows","使用弓類武器時增加 6% 命中值"
"15% increased Damage with Bows","持弓類武器時增加 15% 傷害"
"20% increased Critical Strike Chance with Bows","使用弓類武器時增加 20% 暴擊率"
"15% increased Damage Over Time with Bow Skills","增加 15% 弓技能持續傷害"
"+4% to Damage over Time Multiplier for Poison","+4% 中毒持續傷害加成"
"10% chance to Poison on Hit with Attacks","攻擊擊中時有 10% 機率使目標中毒"
"+10% to Chaos Damage over Time Multiplier","+10% 混沌持續傷害加成"
"25% increased Damage Over Time with Bow Skills","增加 25% 弓技能持續傷害"
"4% increased Attack Speed with Axes","使用斧類武器時增加 4% 攻擊速度"
"Axe Attacks deal 8% increased Damage with Hits and Ailments","斧攻擊增加 8% 擊中和異常狀態傷害"
"+1 to Maximum Frenzy Charges","+1 最大狂怒球數量"
"100% increased Critical Strike Chance with Bows","使用弓類武器時增加 100% 暴擊率"
"20% increased Frenzy Charge Duration","增加 20% 狂怒球持續時間"
"30% increased Flask Recovery rate","增加 30% 藥劑恢復率"
"4% increased Evasion Rating per Frenzy Charge","每個狂怒球增加 4% 閃避值"
"12% increased Evasion Rating","增加 12% 閃避值"
"+4% chance to Suppress Spell Damage","+4% 壓抑法術傷害率"
"8% chance to Avoid being Stunned","8% 機率避免被暈眩"
"16% increased maximum Mana","增加 16% 最大魔力"
"30% increased Mana Regeneration Rate","增加 30% 魔力回復率"
"8% increased maximum Life","增加 8% 最大生命"
"20% chance to Avoid being Stunned","20% 機率避免被暈眩"
"Regenerate 2% of Life per Second if you've used a Life Flask in the past 10 seconds","若過去 10 秒你有使用生命藥劑，每秒回復 2% 生命"
"20% chance to Avoid being Shocked","20% 機率避免被感電"
"20% chance to Avoid being Ignited","20% 機率避免被點燃"
"20% chance to Avoid being Chilled","20% 機率避免被冰緩"
"20% chance to Avoid being Frozen","20% 機率避免被冰凍"
"4% increased Attack Speed while Dual Wielding","雙持武器時增加 4% 攻擊速度"
"+30 to Accuracy Rating","+30 命中值"
"16% increased Projectile Damage","增加 16% 投射物傷害"
"10% increased Projectile Damage","增加 10% 投射物傷害"
"10% increased Global Accuracy Rating","增加 10% 全域命中值"
"+4% to all Elemental Resistances","+4% 全部元素抗性"
"+100 to Accuracy Rating","+100 命中值"
"+10% to all Elemental Resistances","+10% 全部元素抗性"
"15% increased Critical Strike Chance","增加 15% 暴擊率"
"25% increased Critical Strike Chance","增加 25% 暴擊率"
"6% increased Attack Speed","增加 6% 攻擊速度"
"+20 to Dexterity","+20 敏捷"
"20% increased Projectile Damage","增加 20% 投射物傷害"
"20% increased Projectile Speed","增加 20% 投射物速度"
"60% increased Damage with Hits against Enemies that are on Low Life","對貧血的敵人增加 60% 擊中傷害"
"15% increased Area of Effect if you've Killed Recently","若你近期有擊殺，增加 15% 範圍效果"
"Axe Attacks deal 30% increased Damage with Ailments","斧攻擊增加 30% 異常狀態傷害"
"30% increased Physical Damage with Axes","斧類武器增加 30% 物理傷害"
"15% chance to Intimidate Enemies for 4 seconds on Hit with Attacks","攻擊擊中時，有 15% 機率威嚇敵人 4 秒"
"40% increased Defences from Equipped Shield","增加 40% 從盾牌獲取的防禦"
"10% increased Attack Damage while holding a Shield","持盾時增加 10% 攻擊傷害"
"Gain 10 Life per Enemy Killed","每個被擊殺的敵人，獲得 10 生命"
"8% increased Attack Damage","增加 8% 攻擊傷害"
"8% increased Global Accuracy Rating","增加 8% 全域命中值"
"+2 to Melee Strike Range","+2 近戰打擊距離"
"8% increased Attack Speed","增加 8% 攻擊速度"
"+4% Chance to Block Attack Damage while Dual Wielding or holding a Shield","雙持或持盾 +4% 攻擊傷害格擋率"
"Attack Skills deal 12% increased Damage while Dual Wielding","雙持時攻擊技能增加 12% 傷害"
"60% increased Attack Damage with Main Hand while Dual Wielding","雙持時，增加 60% 主手攻擊傷害"
"30% increased Attack Speed with Off Hand while Dual Wielding","雙持時，增加 30% 副手攻擊速度"
"+30% to Critical Strike Multiplier","+30% 基礎暴擊加成"
"Sword Attacks deal 35% increased Damage with Ailments","劍攻擊增加 35% 異常狀態傷害"
"35% increased Physical Damage with Swords","持劍類武器時增加 35% 物理傷害"
"Overwhelm 20% Physical Damage Reduction","鎮壓 20% 物理傷害減免"
"12% increased Elemental Damage with Attack Skills","攻擊技能增加 12% 元素傷害"
"20% increased Damage with Bows","持弓類武器時增加 20% 傷害"
"6% increased Attack Speed with Bows","使用弓類武器時增加 6% 攻擊速度"
"10% increased Accuracy Rating with Bows","使用弓類武器時增加 10% 命中值"
"5% increased Attack Speed with Two Handed Melee Weapons","使用雙手近戰武器時增加 5% 攻擊速度"
"25% increased Physical Damage with Two Handed Melee Weapons","持近戰雙手武器時增加 25% 物理傷害"
"Attacks with Two Handed Melee Weapons deal 25% increased Damage with Ailments","使用雙手近戰武器攻擊增加 25% 異常狀態傷害"
"14% increased Physical Damage with Two Handed Melee Weapons","持近戰雙手武器時增加 14% 物理傷害"
"Attacks with Two Handed Melee Weapons deal 14% increased Damage with Ailments","使用雙手近戰武器攻擊增加 14% 異常狀態傷害"
"25% increased Stun Duration with Two Handed Melee Weapons on Enemies","使用雙手近戰武器時增加 25% 敵人暈眩時間"
"4% increased Attack Speed with Two Handed Melee Weapons","使用雙手近戰武器時增加 4% 攻擊速度"
"5% increased Attack Speed","增加 5% 攻擊速度"
"+6% Chance to Block Attack Damage while Dual Wielding or holding a Shield","雙持或持盾 +6% 攻擊傷害格擋率"
"Sword Attacks deal 24% increased Damage with Hits and Ailments","劍攻擊增加 24% 擊中和異常狀態傷害"
"20% chance to gain a Frenzy Charge when you Block Attack Damage","當你格擋攻擊傷害時，有 20% 機率獲得 1 顆狂怒球"
"15% increased Accuracy Rating with Bows","使用弓類武器時增加 15% 命中值"
"8% increased Accuracy Rating with Bows","使用弓類武器時增加 8% 命中值"
"Projectile Attack Skills have 25% increased Critical Strike Chance","投射物攻擊技能增加 25% 暴擊率"
"Projectile Attack Skills have 20% increased Critical Strike Chance","投射物攻擊技能增加 20% 暴擊率"
"Projectile Attack Skills have 50% increased Critical Strike Chance","投射物攻擊技能增加 50% 暴擊率"
"Projectile Attack Skills have +30% to Critical Strike Multiplier","投射物攻擊技能 +30% 暴擊加成"
"Projectile Attack Skills have 10% increased Critical Strike Chance","投射物攻擊技能增加 10% 暴擊率"
"Projectile Attack Skills have +10% to Critical Strike Multiplier","投射物攻擊技能 +10% 暴擊加成"
"15% increased Attack Speed with Bows","使用弓類武器時增加 15% 攻擊速度"
"20% increased Accuracy Rating with Bows","使用弓類武器時增加 20% 命中值"
"+6% Chance to Block Attack Damage while holding a Shield","持盾時 +6% 攻擊傷害格擋率"
"60% increased Block Recovery","增加 60% 格擋恢復"
"Recover 30 Life when you Block","格擋時恢復 30 生命"
"+30 to Evasion Rating","+30 點閃避值"
"16% increased Melee Physical Damage","增加 16% 近戰物理傷害"
"50% increased Block Recovery","增加 50% 格擋恢復"
"+5% Chance to Block Attack Damage while Dual Wielding","雙持時 +5% 攻擊傷害格擋率"
"Attack Skills deal 25% increased Damage while Dual Wielding","雙持時攻擊技能增加 25% 傷害"
"20% increased Critical Strike Chance with Swords","持劍時增加 20% 暴擊率"
"+10% to Critical Strike Multiplier with Swords","持劍時 +10% 暴擊加成"
"20% chance to Avoid Elemental Ailments","20% 機率避免元素異常狀態"
"+1% to all maximum Elemental Resistances","+1% 全部最大元素抗性"
"12% increased Melee Physical Damage","增加 12% 近戰物理傷害"
"16% increased Physical Damage with One Handed Melee Weapons","持近戰單手武器時增加 16% 物理傷害"
