Breathless,숨찬
Still,고요한
Quiet,조용한
Unburdened,내려놓은
Pulsating,고동치는
Quivering,전율하는
Trembling,떠는
Aching,아픈
Tender,부드러운
Amorous,연모하는
Infinite,무한
Flesh,살점
Druidic,드루이드
Maji,마지
Wildwood,야생림
Misty,연무
Draíocht,드라이어흐트
Wispborne,도깨비불붙이
Primal,원시
